1	Then Job answered the LORD, and said,
Psalm 25:7	Remember not the sins of my youth, nor my transgressions: according to your mercy remember you me for your goodness’ sake, O LORD.
Psalm 25:8	Good and upright is the LORD: therefore will he teach sinners in the way.
Psalm 25:9	The meek will he guide in judgment: and the meek will he teach his way.
Psalm 25:10	All the paths of the LORD are mercy and truth to such as keep his covenant and his testimonies.
Psalm 25:11	For your name’s sake, O LORD, pardon my iniquity; for it is great.
Psalm 25:12	What man is he that fears the LORD? him shall he teach in the way that he shall choose.
Psalm 25:13	His soul shall dwell at ease; and his seed shall inherit the earth.
Psalm 25:14	The secret of the LORD is with them that fear him; and he will show them his covenant.
Psalm 25:15	My eyes are ever toward the LORD; for he shall pluck my feet out of the net.
Psalm 25:16	Turn you to me, and have mercy on me; for I am desolate and afflicted.
Psalm 25:17	The troubles of my heart are enlarged: O bring you me out of my distresses.
Psalm 25:18	Look on my affliction and my pain; and forgive all my sins.
Psalm 25:19	Consider my enemies; for they are many; and they hate me with cruel hatred.
Psalm 25:20	O keep my soul, and deliver me: let me not be ashamed; for I put my trust in you.
Psalm 25:21	Let integrity and uprightness preserve me; for I wait on you.
Psalm 25:22	Redeem Israel, O God, out of all his troubles.
Psalm 26:1	Judge me, O LORD; for I have walked in my integrity: I have trusted also in the LORD; therefore I shall not slide.
Psalm 26:2	Examine me, O LORD, and prove me; try my reins and my heart.
Psalm 26:3	For your loving kindness is before my eyes: and I have walked in your truth.
Psalm 26:4	I have not sat with vain persons, neither will I go in with dissemblers.
Psalm 26:5	I have hated the congregation of evil doers; and will not sit with the wicked.
Psalm 26:6	I will wash my hands in innocence: so will I compass your altar, O LORD:
Psalm 26:7	That I may publish with the voice of thanksgiving, and tell of all your wondrous works.
Psalm 26:8	LORD, I have loved the habitation of your house, and the place where your honor dwells.
Psalm 26:9	Gather not my soul with sinners, nor my life with bloody men:
Psalm 26:10	In whose hands is mischief, and their right hand is full of bribes.
Psalm 26:11	But as for me, I will walk in my integrity: redeem me, and be merciful to me.
Psalm 26:12	My foot stands in an even place: in the congregations will I bless the LORD.
Psalm 27:1	The LORD is my light and my salvation; whom shall I fear? the LORD is the strength of my life; of whom shall I be afraid?
Psalm 27:2	When the wicked, even my enemies and my foes, came on me to eat up my flesh, they stumbled and fell.
Psalm 27:3	Though an host should encamp against me, my heart shall not fear: though war should rise against me, in this will I be confident.
Psalm 27:4	One thing have I desired of the LORD, that will I seek after; that I may dwell in the house of the LORD all the days of my life, to behold the beauty of the LORD, and to inquire in his temple.
Psalm 27:5	For in the time of trouble he shall hide me in his pavilion: in the secret of his tabernacle shall he hide me; he shall set me up on a rock.
Psalm 27:6	And now shall my head be lifted up above my enemies round about me: therefore will I offer in his tabernacle sacrifices of joy; I will sing, yes, I will sing praises to the LORD.
Psalm 27:7	Hear, O LORD, when I cry with my voice: have mercy also on me, and answer me.
Psalm 27:8	When you said, Seek you my face; my heart said to you, Your face, LORD, will I seek.
Psalm 27:9	Hide not your face far from me; put not your servant away in anger: you have been my help; leave me not, neither forsake me, O God of my salvation.
Psalm 27:10	When my father and my mother forsake me, then the LORD will take me up.
Psalm 27:11	Teach me your way, O LORD, and lead me in a plain path, because of my enemies.
Psalm 27:12	Deliver me not over to the will of my enemies: for false witnesses are risen up against me, and such as breathe out cruelty.
Psalm 27:13	I had fainted, unless I had believed to see the goodness of the LORD in the land of the living.
Psalm 27:14	Wait on the LORD: be of good courage, and he shall strengthen your heart: wait, I say, on the LORD.
Psalm 28:1	To you will I cry, O LORD my rock; be not silent to me: lest, if you be silent to me, I become like them that go down into the pit.
Psalm 28:2	Hear the voice of my supplications, when I cry to you, when I lift up my hands toward your holy oracle.
Psalm 28:3	Draw me not away with the wicked, and with the workers of iniquity, which speak peace to their neighbors, but mischief is in their hearts.
Psalm 28:4	Give them according to their deeds, and according to the wickedness of their endeavors: give them after the work of their hands; render to them their desert.
Psalm 28:5	Because they regard not the works of the LORD, nor the operation of his hands, he shall destroy them, and not build them up.
Psalm 28:6	Blessed be the LORD, because he has heard the voice of my supplications.
Psalm 28:7	The LORD is my strength and my shield; my heart trusted in him, and I am helped: therefore my heart greatly rejoices; and with my song will I praise him.
Psalm 28:8	The LORD is their strength, and he is the saving strength of his anointed.
Psalm 28:9	Save your people, and bless your inheritance: feed them also, and lift them up for ever.
Psalm 29:1	Give to the LORD, O you mighty, give to the LORD glory and strength.
Psalm 29:2	Give to the LORD the glory due to his name; worship the LORD in the beauty of holiness.
Psalm 29:3	The voice of the LORD is on the waters: the God of glory thunders: the LORD is on many waters.
Psalm 29:4	The voice of the LORD is powerful; the voice of the LORD is full of majesty.
Psalm 29:5	The voice of the LORD breaks the cedars; yes, the LORD breaks the cedars of Lebanon.
Psalm 29:6	He makes them also to skip like a calf; Lebanon and Sirion like a young unicorn.
Psalm 29:7	The voice of the LORD divides the flames of fire.
Psalm 29:8	The voice of the LORD shakes the wilderness; the LORD shakes the wilderness of Kadesh.
Psalm 29:9	The voice of the LORD makes the hinds to calve, and discovers the forests: and in his temple does every one speak of his glory.
Psalm 29:10	The LORD sits on the flood; yes, the LORD sits King for ever.
Psalm 29:11	The LORD will give strength to his people; the LORD will bless his people with peace.
Psalm 30:1	I will extol you, O LORD; for you have lifted me up, and have not made my foes to rejoice over me.
Psalm 30:2	O LORD my God, I cried to you, and you have healed me.
Psalm 30:3	O LORD, you have brought up my soul from the grave: you have kept me alive, that I should not go down to the pit.
Psalm 30:4	Sing to the LORD, O you saints of his, and give thanks at the remembrance of his holiness.
Psalm 30:5	For his anger endures but a moment; in his favor is life: weeping may endure for a night, but joy comes in the morning.
Psalm 30:6	And in my prosperity I said, I shall never be moved.
Psalm 30:7	LORD, by your favor you have made my mountain to stand strong: you did hide your face, and I was troubled.
Psalm 30:8	I cried to you, O LORD; and to the LORD I made supplication.
Psalm 30:9	What profit is there in my blood, when I go down to the pit? Shall the dust praise you? shall it declare your truth?
Psalm 30:10	Hear, O LORD, and have mercy on me: LORD, be you my helper.
Psalm 30:11	You have turned for me my mourning into dancing: you have put off my sackcloth, and girded me with gladness;
Psalm 30:12	To the end that my glory may sing praise to you, and not be silent. O LORD my God, I will give thanks to you for ever.
Psalm 31:1	In you, O LORD, do I put my trust; let me never be ashamed: deliver me in your righteousness.
Psalm 31:2	Bow down your ear to me; deliver me speedily: be you my strong rock, for an house of defense to save me.
Psalm 31:3	For you are my rock and my fortress; therefore for your name’s sake lead me, and guide me.
Psalm 31:4	Pull me out of the net that they have laid privately for me: for you are my strength.
Psalm 31:5	Into your hand I commit my spirit: you have redeemed me, O LORD God of truth.
Psalm 31:6	I have hated them that regard lying vanities: but I trust in the LORD.
Psalm 31:7	I will be glad and rejoice in your mercy: for you have considered my trouble; you have known my soul in adversities;
Psalm 31:8	And have not shut me up into the hand of the enemy: you have set my feet in a large room.
Psalm 31:9	Have mercy on me, O LORD, for I am in trouble: my eye is consumed with grief, yes, my soul and my belly.
