1	Then Job answered Yahweh,
Psalm 24:3	Who may ascend to Yahweh’s hill? Who may stand in his holy place?
Psalm 24:4	He who has clean hands and a pure heart; who has not lifted up his soul to falsehood, and has not sworn deceitfully.
Psalm 24:5	He shall receive a blessing from Yahweh, righteousness from the God of his salvation.
Psalm 24:6	This is the generation of those who seek Him, who seek your face—even Jacob. Selah.
Psalm 24:7	Lift up your heads, you gates! Be lifted up, you everlasting doors, and the King of glory will come in.
Psalm 24:8	Who is the King of glory? Yahweh strong and mighty, Yahweh mighty in battle.
Psalm 24:9	Lift up your heads, you gates; yes, lift them up, you everlasting doors, and the King of glory will come in.
Psalm 24:10	Who is this King of glory? Yahweh of Armies is the King of glory! Selah.
Psalm 25:1	By David. To you, Yahweh, do I lift up my soul.
Psalm 25:2	My God, I have trusted in you. Don’t let me be shamed. Don’t let my enemies triumph over me.
Psalm 25:3	Yes, no one who waits for you shall be shamed. They shall be shamed who deal treacherously without cause.
Psalm 25:4	Show me your ways, Yahweh. Teach me your paths.
Psalm 25:5	Guide me in your truth, and teach me, For you are the God of my salvation, I wait for you all day long.
Psalm 25:6	Yahweh, remember your tender mercies and your loving kindness, for they are from old times.
Psalm 25:7	Don’t remember the sins of my youth, nor my transgressions. Remember me according to your loving kindness, for your goodness’ sake, Yahweh.
Psalm 25:8	Good and upright is Yahweh, therefore he will instruct sinners in the way.
Psalm 25:9	He will guide the humble in justice. He will teach the humble his way.
Psalm 25:10	All the paths of Yahweh are loving kindness and truth to such as keep his covenant and his testimonies.
Psalm 25:11	For your name’s sake, Yahweh, pardon my iniquity, for it is great.
Psalm 25:12	What man is he who fears Yahweh? He shall instruct him in the way that he shall choose.
Psalm 25:13	His soul shall dwell at ease. His seed shall inherit the land.
Psalm 25:14	The friendship of Yahweh is with those who fear him. He will show them his covenant.
Psalm 25:15	My eyes are ever on Yahweh, for he will pluck my feet out of the net.
Psalm 25:16	Turn to me, and have mercy on me, for I am desolate and afflicted.
Psalm 25:17	The troubles of my heart are enlarged. Oh bring me out of my distresses.
Psalm 25:18	Consider my affliction and my travail. Forgive all my sins.
Psalm 25:19	Consider my enemies, for they are many. They hate me with cruel hatred.
Psalm 25:20	Oh keep my soul, and deliver me. Let me not be disappointed, for I take refuge in you.
Psalm 25:21	Let integrity and uprightness preserve me, for I wait for you.
Psalm 25:22	Redeem Israel, God, out all of his troubles.
Psalm 26:1	By David. Judge me, Yahweh, for I have walked in my integrity. I have trusted also in Yahweh without wavering.
Psalm 26:2	Examine me, Yahweh, and prove me. Try my heart and my mind.
Psalm 26:3	For your loving kindness is before my eyes. I have walked in your truth.
Psalm 26:4	I have not sat with deceitful men, neither will I go in with hypocrites.
Psalm 26:5	I hate the assembly of evildoers, and will not sit with the wicked.
Psalm 26:6	I will wash my hands in innocence, so I will go about your altar, Yahweh;
Psalm 26:7	that I may make the voice of thanksgiving to be heard, and tell of all your wondrous works.
Psalm 26:8	Yahweh, I love the habitation of your house, the place where your glory dwells.
Psalm 26:9	Don’t gather my soul with sinners, nor my life with bloodthirsty men;
Psalm 26:10	in whose hands is wickedness, their right hand is full of bribes.
Psalm 26:11	But as for me, I will walk in my integrity. Redeem me, and be merciful to me.
Psalm 26:12	My foot stands in an even place. In the congregations I will bless Yahweh.
Psalm 27:1	By David. Yahweh is my light and my salvation. Whom shall I fear? Yahweh is the strength of my life. Of whom shall I be afraid?
Psalm 27:2	When evildoers came at me to eat up my flesh, even my adversaries and my foes, they stumbled and fell.
Psalm 27:3	Though an army should encamp against me, my heart shall not fear. Though war should rise against me, even then I will be confident.
Psalm 27:4	One thing I have asked of Yahweh, that I will seek after, that I may dwell in the house of Yahweh all the days of my life, to see Yahweh’s beauty, and to inquire in his temple.
Psalm 27:5	For in the day of trouble he will keep me secretly in his pavilion. In the covert of his tabernacle he will hide me. He will lift me up on a rock.
Psalm 27:6	Now my head will be lifted up above my enemies around me. I will offer sacrifices of joy in his tent. I will sing, yes, I will sing praises to Yahweh.
Psalm 27:7	Hear, Yahweh, when I cry with my voice. Have mercy also on me, and answer me.
Psalm 27:8	When you said, “Seek my face,” my heart said to you, “I will seek your face, Yahweh.”
Psalm 27:9	Don’t hide your face from me. Don’t put your servant away in anger. You have been my help. Don’t abandon me, neither forsake me, God of my salvation.
Psalm 27:10	When my father and my mother forsake me, then Yahweh will take me up.
Psalm 27:11	Teach me your way, Yahweh. Lead me in a straight path, because of my enemies.
Psalm 27:12	Don’t deliver me over to the desire of my adversaries, for false witnesses have risen up against me, such as breathe out cruelty.
Psalm 27:13	I am still confident of this: I will see the goodness of Yahweh in the land of the living.
Psalm 27:14	Wait for Yahweh. Be strong, and let your heart take courage. Yes, wait for Yahweh.
Psalm 28:1	By David. To you, Yahweh, I call. My rock, don’t be deaf to me; lest, if you are silent to me, I would become like those who go down into the pit.
Psalm 28:2	Hear the voice of my petitions, when I cry to you, when I lift up my hands toward your Most Holy Place.
Psalm 28:3	Don’t draw me away with the wicked, with the workers of iniquity who speak peace with their neighbors, but mischief is in their hearts.
Psalm 28:4	Give them according to their work, and according to the wickedness of their doings. Give them according to the operation of their hands. Bring back on them what they deserve.
Psalm 28:5	Because they don’t respect the works of Yahweh, nor the operation of his hands, he will break them down and not build them up.
Psalm 28:6	Blessed be Yahweh, because he has heard the voice of my petitions.
Psalm 28:7	Yahweh is my strength and my shield. My heart has trusted in him, and I am helped. Therefore my heart greatly rejoices. With my song I will thank him.
Psalm 28:8	Yahweh is their strength. He is a stronghold of salvation to his anointed.
Psalm 28:9	Save your people, and bless your inheritance. Be their shepherd also, and bear them up forever.
Psalm 29:1	A Psalm by David. Ascribe to Yahweh, you sons of the mighty, ascribe to Yahweh glory and strength.
Psalm 29:2	Ascribe to Yahweh the glory due to his name. Worship Yahweh in holy array.
Psalm 29:3	Yahweh’s voice is on the waters. The God of glory thunders, even Yahweh on many waters.
Psalm 29:4	Yahweh’s voice is powerful. Yahweh’s voice is full of majesty.
Psalm 29:5	The voice of Yahweh breaks the cedars. Yes, Yahweh breaks in pieces the cedars of Lebanon.
Psalm 29:6	He makes them also to skip like a calf; Lebanon and Sirion like a young, wild ox.
Psalm 29:7	Yahweh’s voice strikes with flashes of lightning.
Psalm 29:8	Yahweh’s voice shakes the wilderness. Yahweh shakes the wilderness of Kadesh.
Psalm 29:9	Yahweh’s voice makes the deer calve, and strips the forests bare. In his temple everything says, “Glory!”
Psalm 29:10	Yahweh sat enthroned at the Flood. Yes, Yahweh sits as King forever.
Psalm 29:11	Yahweh will give strength to his people. Yahweh will bless his people with peace.
Psalm 30:1	A Psalm. A Song for the Dedication of the Temple. By David. I will extol you, Yahweh, for you have raised me up, and have not made my foes to rejoice over me.
Psalm 30:2	Yahweh my God, I cried to you, and you have healed me.
Psalm 30:3	Yahweh, you have brought up my soul from Sheol. You have kept me alive, that I should not go down to the pit.
Psalm 30:4	Sing praise to Yahweh, you saints of his. Give thanks to his holy name.
Psalm 30:5	For his anger is but for a moment. His favor is for a lifetime. Weeping may stay for the night, but joy comes in the morning.
Psalm 30:6	As for me, I said in my prosperity, “I shall never be moved.”
Psalm 30:7	You, Yahweh, when you favored me, made my mountain stand strong; but when you hid your face, I was troubled.
Psalm 30:8	I cried to you, Yahweh. To Yahweh I made supplication:
Psalm 30:9	“What profit is there in my destruction, if I go down to the pit? Shall the dust praise you? Shall it declare your truth?
Psalm 30:10	Hear, Yahweh, and have mercy on me. Yahweh, be my helper.”
Psalm 30:11	You have turned my mourning into dancing for me. You have removed my sackcloth, and clothed me with gladness,
Psalm 30:12	To the end that my heart may sing praise to you, and not be silent. Yahweh my God, I will give thanks to you forever!
Psalm 31:1	For the Chief Musician. A Psalm by David. In you, Yahweh, I take refuge. Let me never be disappointed. Deliver me in your righteousness.
Psalm 31:2	Bow down your ear to me. Deliver me speedily. Be to me a strong rock, a house of defense to save me.
Psalm 31:3	For you are my rock and my fortress, therefore for your name’s sake lead me and guide me.
